Empty,7,4,
Empty,7,5,
Empty,7,6,
Empty,7,7,
Empty,7,8,
Empty,7,9,
Empty,7,10,
Empty,7,11,
Empty,7,12,
Empty,7,13,
Empty,7,14,
Empty,7,15,
Empty,7,16,
Empty,7,17,
Empty,7,18,
Empty,7,19,
Empty,7,20,
Empty,7,21,
Empty,7,22,
Empty,7,23,
Empty,7,24,
Empty,8,0,
Empty,8,1,
Empty,8,2,
Empty,8,3,
Empty,8,4,
Empty,8,5,
Empty,8,6,
Empty,8,7,
Empty,8,8,
Empty,8,9,
Empty,8,10,
Empty,8,11,
Empty,8,12,
Empty,8,13,
Empty,8,14,
Empty,8,15,
Empty,8,16,
Empty,8,17,
Empty,8,18,
Empty,8,19,
Empty,8,20,
Empty,8,21,
Empty,8,22,
Empty,8,23,
Empty,8,24,
Empty,9,0,
Empty,9,1,
Empty,9,2,
Empty,9,3,
Empty,9,4,
Empty,9,5,
Empty,9,6,
Empty,9,7,
Empty,9,8,
Empty,9,9,
Empty,9,10,
Empty,9,11,
BaseTileWall,9,12,
BaseTileWall,9,13,
Empty,9,14,
Empty,9,15,
BaseTileWall,9,16,
BaseTileWall,9,17,
BaseTileWall,9,18,
Empty,9,19,
Empty,9,20,
Empty,9,21,
Empty,9,22,
Empty,9,23,
Empty,9,24,
Empty,10,0,
Empty,10,1,
Empty,10,2,
Empty,10,3,
Empty,10,4,
Empty,10,5,
Empty,10,6,
Empty,10,7,
Empty,10,8,
Empty,10,9,
Empty,10,10,
BaseTileWall,10,11,
BaseTileWall,10,12,
BaseTile,10,13,
BaseTileWall,10,14,
Empty,10,15,
BaseTileWall,10,16,
BaseTile,10,17,
BaseTile,10,18,
BaseTileWall,10,19,
Empty,10,20,
Empty,10,21,
Empty,10,22,
Empty,10,23,
Empty,10,24,
Empty,11,0,
Empty,11,1,
Empty,11,2,
Empty,11,3,
Empty,11,4,
Empty,11,5,
Empty,11,6,
Empty,11,7,
Empty,11,8,
Empty,11,9,
BaseTileWall,11,10,
BaseTile,11,11,
BaseTile,11,12,
BaseTileWall,11,13,
Empty,11,14,
BaseTileWall,11,15,
BaseTile,11,16,
BaseTile,11,17,
BaseTile,11,18,
BaseTileWall,11,19,
Empty,11,20,
Empty,11,21,
Empty,11,22,
Empty,11,23,
Empty,11,24,
Empty,12,0,
Empty,12,1,
Empty,12,2,
Empty,12,3,
Empty,12,4,
Empty,12,5,
Empty,12,6,
Empty,12,7,
Empty,12,8,
Empty,12,9,
Empty,12,10,
BaseTileWall,12,11,
BaseTile,12,12,main
BaseTile,12,13,
BaseTileWall,12,14,
BaseTileWall,12,15,
BaseTile,12,16,
BaseTile,12,17,
BaseTile,12,18,
BaseTile,12,19,
BaseTileWall,12,20,
Empty,12,21,
Empty,12,22,
Empty,12,23,
Empty,12,24,
Empty,13,0,
Empty,13,1,
Empty,13,2,
Empty,13,3,
Empty,13,4,
Empty,13,5,
Empty,13,6,
Empty,13,7,
Empty,13,8,
Empty,13,9,
Empty,13,10,
BaseTileWall,13,11,
BaseTile,13,12,
BaseTileWall,13,13,
BaseTile,13,14,
BaseTile,13,15,
BaseTile,13,16,
BaseTile,13,17,
BaseTile,13,18,
BaseTileWall,13,19,
Empty,13,20,
Empty,13,21,
Empty,13,22,
Empty,13,23,
Empty,13,24,
Empty,14,0,
Empty,14,1,
Empty,14,2,
Empty,14,3,
Empty,14,4,
Empty,14,5,
Empty,14,6,
Empty,14,7,
Empty,14,8,
Empty,14,9,
BaseTileWall,14,10,
BaseTileWall,14,11,
BaseTileWall,14,12,
BaseTile,14,13,
BaseTile,14,14,
BaseTileWall,14,15,
BaseTileWall,14,16,
BaseTile,14,17,
BaseTile,14,18,
BaseTileWall,14,19,
Empty,14,20,
Empty,14,21,
Empty,14,22,
Empty,14,23,
Empty,14,24,
Empty,15,0,
Empty,15,1,
Empty,15,2,
Empty,15,3,
Empty,15,4,
Empty,15,5,
Empty,15,6,
Empty,15,7,
Empty,15,8,
BaseTileWall,15,9,
BaseTile,15,10,
BaseTile,15,11,
BaseTile,15,12,
BaseTile,15,13,
BaseTileWall,15,14,
Empty,15,15,
BaseTileWall,15,16,
BaseTileWall,15,17,
BaseTileWall,15,18,
Empty,15,19,
Empty,15,20,
Empty,15,21,
Empty,15,22,
Empty,15,23,
Empty,15,24,
Empty,16,0,
Empty,16,1,
Empty,16,2,
Empty,16,3,
Empty,16,4,
Empty,16,5,
Empty,16,6,
Empty,16,7,
Empty,16,8,
Empty,16,9,
BaseTileWall,16,10,
BaseTileWall,16,11,
BaseTile,16,12,
BaseTile,16,13,
BaseTileWall,16,14,
Empty,16,15,
Empty,16,16,
Empty,16,17,
Empty,16,18,
Empty,16,19,
Empty,16,20,
Empty,16,21,
Empty,16,22,
Empty,16,23,
Empty,16,24,
Empty,17,0,
Empty,17,1,
Empty,17,2,
Empty,17,3,
Empty,17,4,
Empty,17,5,
Empty,17,6,
Empty,17,7,
Empty,17,8,
Empty,17,9,
BaseTileWall,17,10,
BaseTile,17,11,
BaseTile,17,12,
BaseTileWall,17,13,
Empty,17,14,
Empty,17,15,
Empty,17,16,
Empty,17,17,
Empty,17,18,
Empty,17,19,
Empty,17,20,
Empty,17,21,
Empty,17,22,
Empty,17,23,
Empty,17,24,
Empty,18,0,
Empty,18,1,
Empty,18,2,
Empty,18,3,
Empty,18,4,
Empty,18,5,
Empty,18,6,
Empty,18,7,
Empty,18,8,
Empty,18,9,
Empty,18,10,
BaseTileWall,18,11,
BaseTile,18,12,
BaseTile,18,13,
BaseTileWall,18,14,
BaseTileWall,18,15,
BaseTileWall,18,16,
Empty,18,17,
Empty,18,18,
Empty,18,19,
Empty,18,20,
Empty,18,21,
Empty,18,22,
Empty,18,23,
Empty,18,24,
Empty,19,0,
Empty,19,1,
Empty,19,2,
Empty,19,3,
Empty,19,4,
Empty,19,5,
Empty,19,6,
Empty,19,7,
Empty,19,8,
Empty,19,9,
Empty,19,10,
BaseTileWall,19,11,
BaseTile,19,12,
BaseTile,19,13,
BaseTile,19,14,
BaseTile,19,15,
BaseTileWall,19,16,
Empty,19,17,
Empty,19,18,
Empty,19,19,
Empty,19,20,
Empty,19,21,
Empty,19,22,
Empty,19,23,
Empty,19,24,
Empty,20,0,
Empty,20,1,
Empty,20,2,
Empty,20,3,
Empty,20,4,
Empty,20,5,
Empty,20,6,
Empty,20,7,
Empty,20,8,
Empty,20,9,
Empty,20,10,
BaseTileWall,20,11,
BaseTile,20,12,
BaseTile,20,13,
BaseTile,20,14,
BaseTile,20,15,
BaseTile,20,16,
BaseTileWall,20,17,
Empty,20,18,
Empty,20,19,
Empty,20,20,
Empty,20,21,
Empty,20,22,
Empty,20,23,
Empty,20,24,
Empty,21,0,
Empty,21,1,
Empty,21,2,
Empty,21,3,
Empty,21,4,
Empty,21,5,
Empty,21,6,
Empty,21,7,
Empty,21,8,
Empty,21,9,
BaseTileWall,21,10,
BaseTile,21,11,
BaseTile,21,12,
BaseTile,21,13,test1
BaseTile,21,14,
BaseTile,21,15,
BaseTile,21,16,
BaseTileWall,21,17,
Empty,21,18,
Empty,21,19,
Empty,21,20,
Empty,21,21,
Empty,21,22,
Empty,21,23,
Empty,21,24,
Empty,22,0,
Empty,22,1,
Empty,22,2,
Empty,22,3,
Empty,22,4,
Empty,22,5,
Empty,22,6,
Empty,22,7,
Empty,22,8,
Empty,22,9,
Empty,22,10,
BaseTileWall,22,11,
BaseTile,22,12,
BaseTile,22,13,
BaseTile,22,14,
BaseTile,22,15,
BaseTile,22,16,
BaseTileWall,22,17,
Empty,22,18,
Empty,22,19,
Empty,22,20,
Empty,22,21,
Empty,22,22,
Empty,22,23,
Empty,22,24,
Empty,23,0,
Empty,23,1,
Empty,23,2,
Empty,23,3,
Empty,23,4,
Empty,23,5,
Empty,23,6,
Empty,23,7,
Empty,23,8,
Empty,23,9,
BaseTileWall,23,10,
BaseTile,23,11,
BaseTile,23,12,
BaseTile,23,13,
BaseTile,23,14,
BaseTileWall,23,15,
BaseTileWall,23,16,
Empty,23,17,
Empty,23,18,
Empty,23,19,
Empty,23,20,
Empty,23,21,
Empty,23,22,
Empty,23,23,
Empty,23,24,
Empty,24,0,
Empty,24,1,
Empty,24,2,
Empty,24,3,
Empty,24,4,
Empty,24,5,
Empty,24,6,
Empty,24,7,
Empty,24,8,
Empty,24,9,
Empty,24,10,
BaseTileWall,24,11,
BaseTileWall,24,12,
BaseTileWall,24,13,
BaseTileWall,24,14,
BaseTileWall,24,15,
Empty,24,16,
Empty,24,17,
Empty,24,18,
Empty,24,19,
Empty,24,20,
Empty,24,21,
Empty,24,22,
Empty,24,23,
Empty,24,24,
